ShipmentID,OrderID,ShippingCost,Status
920715,533942,29.33,Returned
920716,534323,78.58,In Transit
920717,515985,65.95,Delivered
920718,541325,84.13,Delivered
920719,545261,44.09,Returned
920720,508578,181.08,Lost
920721,511136,76.47,Returned
920722,518799,40.71,Delivered
920723,517573,148.66,In Transit
920724,527898,102.3,Delivered
920725,504190,94.72,In Transit
920726,521940,100.81,Returned
920727,529591,96.78,Returned
920728,543195,21.57,In Transit
920729,531725,149.18,Lost
920730,543157,137.01,Returned
920731,534816,179.66,In Transit
920732,512129,173.09,Returned
920733,545576,131.41,Returned
920734,524224,49.74,Returned
920735,540321,115.05,Lost
920736,506174,161.27,Delivered
920737,537273,131.92,Returned
920738,520035,154.46,Returned
920739,523263,92.24,Returned
920740,549329,142.37,Delivered
920741,528864,80.41,In Transit
920742,527362,153.94,Returned
920743,540698,98.44,Returned
920744,531143,174.42,Lost
920745,514479,146.96,Returned
920746,503140,193.34,In Transit
920747,515718,139.77,Lost
920748,517275,118.48,Delivered
920749,544547,183.05,Delivered
920750,548682,146.78,In Transit
920751,519751,39.23,Returned
920752,540003,47.43,Lost
920753,522342,29.39,Delivered
920754,500234,83.22,Delivered
920755,549638,83.24,Delivered
920756,514578,168.64,Lost
920757,529946,67.89,Delivered
920758,531760,95.47,Returned
920759,549157,38.92,Delivered
920760,541027,104.18,In Transit
920761,543902,106.07,Returned
920762,523223,135.62,In Transit
920763,509908,179.97,Lost
920764,529809,160.66,Lost
920765,504582,149.13,In Transit
920766,501192,176.88,In Transit
920767,513484,68.78,Delivered
920768,511958,113.3,Delivered
920769,536743,167.6,Lost
920770,527310,104.99,Delivered
920771,539670,138.99,Delivered
920772,526307,25.68,Returned
920773,542724,83.87,In Transit
920774,545571,154.07,Delivered
920775,543131,62.08,Delivered
920776,537488,137.92,Lost
920777,518437,102.0,Lost
920778,536286,176.52,In Transit
920779,540322,122.64,In Transit
920780,509934,91.75,Delivered
920781,501309,123.49,Lost
920782,535111,30.81,Lost
920783,525312,110.72,Delivered
920784,525479,111.82,In Transit
920785,517403,31.6,Delivered
920786,504281,31.83,Delivered
920787,522092,77.46,Delivered
920788,540007,138.9,In Transit
920789,538855,139.56,Returned
920790,531877,85.76,Returned
920791,516271,28.21,Delivered
920792,549625,162.52,Lost
920793,539732,69.77,Returned
920794,549223,44.49,Returned
920795,504372,45.93,Delivered
920796,512402,131.38,Returned
920797,530109,162.41,In Transit
920798,506588,31.19,In Transit
920799,505580,65.05,Delivered
920800,522214,48.1,Returned
920801,501870,21.1,In Transit
920802,514940,76.14,Returned
920803,519206,20.98,Returned
920804,544329,85.48,Returned
920805,503483,55.99,Delivered
920806,505273,136.52,Lost
920807,500591,126.09,In Transit
920808,537157,126.84,Returned
920809,548337,170.68,Lost
920810,506436,177.42,In Transit
920811,537704,159.68,Delivered
920812,525748,176.42,In Transit
920813,529063,97.69,Returned
920814,538527,102.16,Delivered
920815,506200,184.2,Lost
920816,506052,46.16,Delivered
920817,521987,185.86,Lost
920818,523235,75.4,Delivered
920819,536028,46.86,Delivered
920820,526582,83.9,Lost
920821,512380,83.58,Delivered
920822,501817,191.18,Returned
920823,530252,152.63,Lost
920824,518825,94.68,In Transit
920825,530182,121.88,Lost
920826,531671,67.05,Lost
920827,532436,166.93,Returned
920828,505753,105.21,In Transit
920829,546467,101.06,Delivered
920830,528479,106.42,In Transit
920831,505020,72.42,Delivered
920832,539719,78.62,Delivered
920833,525632,153.19,Lost
920834,545927,72.84,Lost
920835,545354,130.83,Returned
920836,533284,25.56,In Transit
920837,519475,163.31,Lost
920838,518524,37.18,Lost
920839,543438,182.13,In Transit
920840,540338,21.55,In Transit
920841,545815,94.68,Returned
920842,520322,136.24,Returned
920843,508017,136.47,Returned
920844,510903,194.64,In Transit
920845,513127,94.31,Delivered
920846,528242,177.18,Lost
920847,540299,135.64,In Transit
920848,510527,99.52,Delivered
920849,514991,75.86,In Transit
920850,502069,45.45,Lost
920851,531620,36.62,Delivered
920852,516452,188.68,In Transit
920853,532884,139.26,In Transit
920854,514148,104.11,In Transit
920855,516150,101.04,Returned
920856,517261,82.94,Lost
920857,514675,181.68,Returned
920858,507574,138.97,Returned
920859,546008,155.35,In Transit
920860,513877,176.11,Returned
920861,502041,111.58,Lost
920862,511011,152.76,Delivered
920863,533540,85.21,Returned
920864,524432,195.24,In Transit
920865,522233,79.44,In Transit
920866,506975,157.18,Delivered
920867,508733,65.08,Lost
920868,542212,174.69,Lost
920869,534158,136.05,Returned
920870,543497,152.87,Lost
920871,505852,133.17,Returned
920872,522161,46.37,Delivered
920873,501688,73.91,Delivered
920874,544739,166.41,Returned
920875,525764,121.27,Returned
920876,518607,99.84,Returned
920877,520733,43.31,Returned
920878,548779,149.84,Lost
920879,543429,59.99,Lost
920880,549849,146.46,Delivered
920881,517982,90.88,In Transit
920882,535716,197.9,In Transit
920883,524898,40.92,Returned
920884,509987,96.61,In Transit
920885,508722,84.75,Lost
920886,503827,127.05,Delivered
920887,502975,170.81,Lost
920888,543621,37.34,Delivered
920889,524116,28.47,Returned
920890,535535,136.51,Returned
920891,502705,121.84,Delivered
920892,510231,157.91,Returned
920893,545997,32.71,Returned
920894,514766,117.14,Returned
920895,544051,123.52,Delivered
920896,506400,37.77,Lost
920897,545844,156.86,Returned
920898,516165,74.42,Delivered
920899,529997,22.82,Delivered
920900,542888,59.84,Delivered
920901,530013,160.88,Delivered
920902,512094,166.12,Lost
920903,519708,98.86,In Transit
920904,510386,55.53,Lost
920905,523010,187.06,Lost
920906,512995,168.74,Lost
920907,547303,86.84,Delivered
920908,502036,93.62,Lost
920909,509580,97.89,Delivered
920910,524892,179.74,In Transit
920911,537077,105.32,Lost
920912,544562,186.73,In Transit
920913,500135,130.98,Delivered
920914,519814,80.86,Lost
920915,505419,113.3,Lost
920916,501958,82.6,In Transit
920917,543945,92.97,Lost
920918,519259,192.69,Delivered
920919,531227,84.72,Delivered
920920,506497,125.8,In Transit
920921,516563,28.62,Lost
920922,540702,164.91,Lost
920923,521083,125.12,Returned
920924,520010,122.02,Returned
920925,515443,159.12,In Transit
920926,547373,82.76,Returned
920927,514102,108.81,In Transit
920928,538724,142.28,In Transit
920929,522680,74.71,Delivered
920930,540742,90.34,Returned
920931,518785,92.46,Delivered
920932,545470,26.14,Delivered
920933,501852,158.04,Returned
920934,513651,32.69,Returned
920935,509573,124.89,Returned
920936,549800,29.34,In Transit
920937,500167,93.32,Delivered
920938,549050,172.19,Delivered
920939,517536,142.74,Lost
920940,502859,55.67,Returned
920941,547279,132.79,Returned
920942,539731,45.44,Returned
920943,519181,55.34,In Transit
920944,547938,68.42,Delivered
920945,535790,177.38,In Transit
920946,510136,193.71,Returned
920947,517895,170.63,Returned
920948,517535,184.58,Returned
920949,516600,80.63,Lost
920950,509047,115.51,Lost
920951,539781,77.24,Lost
920952,527310,67.7,Returned
920953,518581,20.12,Returned
920954,534800,182.18,Lost
920955,508831,191.48,Returned
920956,519805,67.29,In Transit
920957,545234,26.16,Delivered
920958,512435,58.96,Delivered
920959,507014,107.75,Returned
920960,546495,139.94,Returned
920961,515052,73.14,In Transit
920962,511610,52.3,In Transit
920963,529474,58.52,Lost
920964,545980,118.64,Lost
920965,521621,185.82,Returned
920966,518863,188.02,In Transit
920967,519111,177.49,Lost
920968,505424,61.96,Lost
920969,549738,132.27,Delivered
920970,539262,193.55,Lost
920971,543207,197.23,Lost
920972,514881,36.85,In Transit
920973,509067,26.16,Lost
920974,545193,70.2,Lost
920975,518361,34.99,Lost
920976,502021,139.61,Lost
920977,539381,28.51,In Transit
920978,538520,126.89,Delivered
920979,520751,57.28,Lost
920980,510925,69.02,Lost
920981,503451,177.86,Returned
920982,549078,190.55,Returned
920983,528961,131.83,Delivered
920984,516321,121.69,Delivered
920985,518740,32.73,Delivered
920986,509178,99.69,In Transit
920987,531880,184.63,In Transit
920988,517108,123.67,Delivered
920989,508659,136.17,Returned
920990,516678,34.02,Delivered
920991,502537,122.79,Delivered
920992,544927,179.41,Lost
920993,538376,40.88,Returned
920994,517636,159.96,Lost
920995,510015,176.29,Delivered
920996,525747,67.12,Returned
920997,519620,75.95,Delivered
920998,509604,148.8,In Transit
920999,502072,105.02,Returned
921000,547561,122.82,Lost
921001,539883,76.69,Lost
921002,522202,164.35,In Transit
921003,543345,134.3,Lost
921004,522234,71.03,Returned
921005,523715,52.6,Delivered
921006,535672,44.06,Lost
921007,520074,99.08,Lost
921008,549715,61.74,Returned
921009,515216,66.83,Delivered
921010,527171,165.39,Lost
921011,505188,71.63,In Transit
921012,504015,37.72,Delivered
921013,511230,105.04,Lost
921014,540852,27.61,In Transit
921015,541733,177.55,In Transit
921016,546327,196.37,Delivered
921017,517688,63.75,In Transit
921018,533475,199.68,Delivered
921019,530515,162.53,Lost
921020,513356,164.41,Delivered
921021,541581,99.99,In Transit
921022,534528,130.27,Delivered
921023,538518,63.65,Delivered
921024,532779,104.45,Lost
921025,507571,52.78,In Transit
921026,502835,135.62,In Transit
921027,522614,45.68,Delivered
921028,520424,24.71,Delivered
921029,536341,184.5,Lost
921030,530724,20.16,Returned
921031,521532,23.9,Lost
921032,529502,136.25,Returned
921033,525680,124.34,Returned
921034,527850,37.57,Delivered
921035,549517,31.96,In Transit
921036,520764,50.56,Returned
921037,510766,138.65,Lost
921038,519231,165.5,Returned
921039,541354,190.59,Lost
921040,521970,178.06,Delivered
921041,509371,150.72,In Transit
921042,544125,39.02,Returned
921043,536218,185.32,Delivered
921044,543577,161.46,In Transit
921045,546840,101.12,Returned
921046,509363,73.37,Delivered
921047,547944,170.04,In Transit
921048,541178,152.3,In Transit
921049,509121,71.64,In Transit
921050,524567,24.49,In Transit
921051,518627,193.94,In Transit
921052,509374,136.85,Delivered
921053,507127,35.58,Delivered
921054,544952,115.96,Delivered
921055,521921,167.09,Returned
921056,519441,148.23,In Transit
921057,548726,152.28,Delivered
921058,541242,132.04,Lost
921059,514698,85.58,Delivered
921060,536792,100.34,Lost
921061,525780,32.4,Delivered
921062,532457,105.79,Returned
921063,549988,182.34,Delivered
921064,518483,35.94,Lost
921065,546287,42.26,Returned
921066,526411,49.78,Returned
921067,503278,20.03,Lost
921068,502648,153.57,Lost
921069,510287,102.06,Returned
921070,507972,126.73,Delivered
921071,505726,52.8,Returned
921072,512998,39.06,Lost
921073,505648,54.52,Lost
921074,546253,165.67,Lost
921075,539020,187.98,Lost
921076,509508,101.91,Lost
921077,505989,91.63,Delivered
921078,533978,132.02,Returned
921079,512738,182.12,In Transit
921080,510862,127.08,Delivered
921081,503975,67.06,In Transit
921082,535626,55.87,Lost
921083,525433,26.45,Returned
921084,535841,102.25,Lost
921085,512568,94.52,Delivered
921086,519802,49.07,In Transit
921087,544341,31.54,Lost
921088,548459,182.3,Delivered
921089,524305,80.12,In Transit
921090,544998,173.72,In Transit
921091,509157,122.93,Returned
921092,533028,26.64,Returned
921093,517377,114.49,Returned
921094,514265,74.59,Lost
921095,526634,37.07,In Transit
921096,535206,65.73,Lost
921097,527269,158.09,Delivered
921098,503681,76.27,Lost
921099,547708,111.16,Delivered
921100,516234,40.24,Lost
921101,514964,156.62,Lost
921102,515145,197.73,Returned
921103,541598,95.8,In Transit
921104,500794,198.01,Returned
921105,503733,29.97,Delivered
921106,540822,107.77,In Transit
921107,523225,151.81,Delivered
921108,512655,32.54,In Transit
921109,546932,28.37,Lost
921110,537177,102.35,Returned
921111,504096,113.16,Delivered
921112,536811,150.4,In Transit
921113,542638,106.09,Returned
921114,536557,163.51,In Transit
921115,505982,121.79,Lost
921116,513895,68.59,Returned
921117,547441,35.65,Delivered
921118,527668,117.4,Lost
921119,509717,180.12,Lost
921120,536967,178.65,Lost
921121,536255,194.27,Delivered
921122,544403,83.63,Lost
921123,508879,45.43,Lost
921124,536303,99.92,In Transit
921125,519507,160.26,Delivered
921126,511863,152.65,In Transit
921127,522702,140.62,Returned
921128,515975,91.2,Returned
921129,521999,124.99,Returned
921130,500484,89.72,In Transit
921131,500844,66.62,Lost
921132,533385,132.8,In Transit
921133,515339,152.74,Lost
921134,535545,193.39,Returned
921135,542168,146.69,In Transit
921136,529427,55.51,Returned
921137,512962,116.82,Lost
921138,508497,29.49,Returned
921139,510813,49.71,In Transit
921140,517212,42.79,Returned
921141,529913,52.94,Delivered
921142,501389,118.87,Lost
921143,523023,96.75,Delivered
921144,514247,148.53,Lost
921145,502141,144.65,Delivered
921146,548796,152.19,Returned
921147,517783,103.03,In Transit
921148,545331,180.38,Delivered
921149,504765,197.95,In Transit
921150,531326,189.26,Delivered
921151,506932,171.37,Returned
921152,506800,185.52,Lost
921153,546237,175.15,Lost
921154,522178,29.64,In Transit
921155,516517,161.91,Delivered
921156,522879,87.12,Delivered
921157,521750,30.38,Delivered
921158,528046,29.07,Returned
921159,527351,85.22,Returned
921160,541466,140.65,Delivered
921161,546261,80.14,In Transit
921162,525052,26.37,In Transit
921163,528507,44.64,In Transit
921164,529542,33.58,Returned
921165,546790,82.3,Lost
921166,533217,87.9,In Transit
921167,545159,82.67,Lost
921168,517881,76.36,Delivered
921169,514915,82.57,Delivered
921170,546007,97.94,In Transit
921171,510318,81.0,Lost
921172,546960,27.71,In Transit
921173,536814,59.94,Delivered
921174,545417,111.7,Lost
921175,536419,195.5,Lost
921176,511471,24.26,In Transit
921177,546001,71.92,Returned
921178,527577,73.79,Returned
921179,501976,62.19,Returned
921180,534204,121.52,Delivered
921181,549230,64.92,Lost
921182,504436,183.54,Returned
921183,542651,73.28,Lost
921184,526153,165.77,Lost
921185,502472,34.77,Lost
921186,531983,26.7,Returned
921187,536055,199.25,Lost
921188,543686,139.08,Lost
921189,511036,160.63,Lost
921190,538560,122.28,Lost
921191,519185,93.37,Lost
921192,504359,194.84,Returned
921193,516274,77.09,Delivered
921194,530477,180.68,Lost
921195,518060,52.21,Lost
921196,508992,112.75,Delivered
921197,500833,33.42,Lost
921198,507729,165.57,In Transit
921199,538972,37.89,Returned
921200,527605,171.01,Delivered
921201,545373,51.68,Lost
921202,543881,138.48,Delivered
921203,513379,185.07,Delivered
921204,544374,75.14,Returned
921205,513856,165.15,Lost
921206,522202,150.38,Lost
921207,549283,25.85,Lost
921208,516481,189.18,Delivered
921209,502106,65.87,Delivered
921210,501315,48.38,Lost
921211,506631,42.3,Lost
921212,515294,70.64,Returned
921213,521005,20.01,Delivered
921214,507667,28.04,Returned
921215,514402,178.1,Delivered
921216,517442,30.08,In Transit
921217,536108,71.85,In Transit
921218,536188,26.71,Lost
921219,528683,175.6,Lost
921220,529544,130.23,Delivered
921221,507176,123.99,In Transit
921222,502745,131.87,Lost
921223,535197,114.08,Delivered
921224,521708,119.16,Lost
921225,512748,155.27,Lost
921226,540415,53.08,Delivered
921227,526919,109.1,Delivered
921228,537762,47.86,Delivered
921229,528043,137.09,Delivered
921230,537955,70.5,In Transit
921231,549449,110.62,Delivered
921232,521021,40.06,Returned
921233,538027,141.51,Delivered
921234,521592,71.71,Returned
921235,541078,24.5,Returned
921236,521056,42.09,Lost
921237,547468,95.95,Delivered
921238,526458,92.69,Lost
921239,510165,92.55,Lost
921240,536750,32.7,Lost
921241,504675,68.82,Returned
921242,544747,173.88,Delivered
921243,549456,142.57,Returned
921244,517595,175.62,In Transit
921245,528919,191.05,Lost
921246,514550,79.25,Lost
921247,541873,118.14,Delivered
921248,508080,135.87,Returned
921249,531220,116.83,Returned
921250,546329,129.62,Returned
921251,538734,20.32,Lost
921252,517068,114.53,Returned
921253,543919,24.01,Delivered
921254,504245,44.12,Lost
921255,509664,123.28,Delivered
921256,516743,115.84,In Transit
921257,516436,20.86,Lost
921258,519812,134.52,Returned
921259,520527,196.1,Returned
921260,522109,135.4,In Transit
921261,517460,67.17,Returned
921262,509790,77.0,Lost
921263,507217,191.83,In Transit
921264,521521,177.22,In Transit
921265,516293,91.19,Lost
921266,543324,93.85,In Transit
921267,500463,133.15,Returned
921268,547569,38.94,Delivered
921269,518677,69.85,Lost
921270,540053,86.81,Delivered
921271,528599,73.75,Lost
921272,546854,126.73,Returned
921273,546798,32.22,In Transit
921274,501914,169.81,Returned
921275,532093,98.28,Returned
921276,522737,190.35,In Transit
921277,534548,81.44,In Transit
921278,523025,93.38,Returned
921279,525761,55.25,Returned
921280,528957,128.55,Lost
921281,539297,29.26,Lost
921282,505403,186.47,Delivered
921283,541393,142.79,Delivered
921284,510773,160.26,Lost
921285,523361,21.25,Returned
921286,522188,141.98,Returned
921287,515839,142.88,Delivered
921288,500715,164.05,Lost
921289,512686,65.89,Returned
921290,546671,58.39,Returned
921291,529658,105.55,Returned
921292,549416,88.69,Lost
921293,529940,25.02,Lost
921294,527919,105.26,Lost
921295,542383,64.48,Returned
921296,517077,57.72,Returned
921297,504834,123.02,Returned
921298,542362,162.44,In Transit
921299,502636,168.11,Lost
921300,530251,27.28,Lost
921301,518465,194.08,Returned
921302,547086,52.01,In Transit
921303,502917,148.71,Lost
921304,504277,111.4,Delivered
921305,528059,169.37,Returned
921306,504044,86.98,Delivered
921307,540039,187.37,Delivered
921308,516009,187.53,Lost
921309,512581,94.86,Lost
921310,515813,173.22,In Transit
921311,515952,125.33,In Transit
921312,502428,125.01,Returned
921313,504384,96.53,Returned
921314,532133,85.19,In Transit
921315,539847,175.55,Lost
921316,517550,57.24,Delivered
921317,538679,124.84,In Transit
921318,520282,53.95,Returned
921319,509029,105.87,Delivered
921320,542206,159.18,Delivered
921321,509234,190.15,Delivered
921322,547094,117.42,Returned
921323,530710,163.3,Lost
921324,529786,107.42,Lost
921325,531859,121.1,Delivered
921326,545300,40.09,Returned
921327,543619,171.9,Returned
921328,543478,80.57,In Transit
921329,549541,169.8,In Transit
921330,527911,35.62,Returned
921331,517559,61.69,Lost
921332,504183,126.15,Returned
921333,505453,178.91,Delivered
921334,531731,70.36,Delivered
921335,544980,99.92,Returned
921336,513081,133.26,Delivered
921337,544516,147.24,Lost
921338,538944,150.63,Lost
921339,523506,95.29,Lost
921340,520192,21.18,Returned
921341,546425,192.11,Returned
921342,536521,146.98,Lost
921343,545567,81.73,Lost
921344,516019,58.97,Lost
921345,544704,77.98,In Transit
921346,535876,110.18,Lost
921347,521657,140.16,Returned
921348,535002,109.72,In Transit
921349,522513,43.8,Lost
921350,509340,39.82,Delivered
921351,539539,173.61,In Transit
921352,543484,129.77,Returned
921353,548432,77.85,Delivered
921354,517109,183.7,Lost
921355,547272,93.2,Lost
921356,545846,155.58,In Transit
921357,529614,131.53,Returned
921358,512517,48.91,In Transit
921359,501240,37.64,Delivered
921360,516245,175.34,Lost
921361,514383,88.07,In Transit
921362,501282,81.05,In Transit
921363,517247,122.52,Returned
921364,528891,167.34,In Transit
921365,526538,37.75,Delivered
921366,522345,20.87,Delivered
921367,500427,184.61,Delivered
921368,502207,28.37,Delivered
921369,537301,62.58,In Transit
921370,535433,124.72,Delivered
921371,534910,177.7,Returned
921372,533091,44.96,In Transit
921373,527907,21.47,In Transit
921374,502039,36.99,Lost
921375,521538,116.21,Delivered
921376,501030,70.29,Delivered
921377,512507,103.84,Returned
921378,507408,128.26,Returned
921379,549235,51.57,Returned
921380,549542,182.04,In Transit
921381,546227,174.38,Returned
921382,506047,27.03,In Transit
921383,505959,160.66,Lost
921384,523279,51.69,Lost
921385,504000,151.2,Returned
921386,537762,89.18,Lost
921387,522131,86.24,Lost
921388,510892,196.85,Delivered
921389,531828,60.75,Delivered
921390,537638,73.14,In Transit
921391,530869,36.89,Lost
921392,518995,28.17,In Transit
921393,512598,124.34,Returned
921394,527249,196.36,In Transit
921395,545197,22.14,Returned
921396,542690,125.48,Returned
921397,521633,38.41,Returned
921398,529409,38.55,In Transit
921399,514326,104.26,Lost
921400,512978,116.65,Lost
921401,501131,188.21,Delivered
921402,523794,62.43,Delivered
921403,540859,66.66,Returned
921404,533114,189.66,Delivered
921405,508899,146.48,In Transit
921406,519752,183.65,Returned
921407,549274,38.44,Returned
921408,549976,157.98,In Transit
921409,506571,91.73,In Transit
921410,524076,162.67,Returned
921411,511831,86.81,In Transit
921412,546197,38.2,In Transit
921413,507507,127.34,Delivered
921414,504090,145.03,Delivered
921415,500719,199.01,Returned
921416,509148,142.26,In Transit
921417,514403,180.76,Delivered
921418,545803,21.47,Lost
921419,531184,142.2,Returned
921420,531987,80.6,In Transit
921421,544186,53.62,Returned
921422,532579,110.37,Delivered
921423,546977,55.58,Returned
921424,523979,84.45,Returned
921425,531234,35.54,Lost
921426,519931,61.28,Returned
921427,540999,35.06,Lost
921428,504006,41.77,In Transit
921429,500796,84.15,Delivered
921430,508771,64.58,In Transit
921431,508898,193.28,In Transit
921432,522375,20.84,Delivered
921433,546436,147.34,Returned
921434,534114,39.5,Lost
921435,513404,101.62,Lost
921436,525825,137.52,Lost
921437,502957,128.13,Lost
921438,541949,34.15,Returned
921439,509937,25.04,Lost
921440,541739,38.85,Lost
921441,521123,37.68,Lost
921442,526764,159.08,Lost
921443,522840,126.35,Returned
921444,513813,162.44,Returned
921445,514231,178.74,Delivered
921446,545590,149.6,Lost
921447,546911,188.04,Returned
921448,508211,31.37,Returned
921449,532082,132.4,In Transit
921450,536623,28.25,Returned
921451,545361,65.74,In Transit
921452,532525,170.36,Delivered
921453,537485,124.28,Delivered
921454,543232,141.01,Delivered
921455,516420,159.71,Lost
921456,536783,43.89,Lost
921457,522440,121.18,Delivered
921458,545568,108.13,Lost
921459,544492,37.08,Returned
921460,529492,51.2,Returned
921461,540288,184.01,In Transit
921462,500392,120.85,Returned
921463,546727,190.31,Returned
921464,504531,57.71,Delivered
921465,545779,88.46,Delivered
921466,508899,138.66,Returned
921467,541469,88.27,Delivered
921468,509469,127.92,Lost
921469,500362,127.14,Returned
921470,534698,103.66,Lost
921471,512505,149.1,In Transit
921472,542157,40.35,Returned
921473,518852,102.69,Lost
921474,515470,191.13,Lost
921475,514231,143.82,Returned
921476,505998,129.81,Lost
921477,528812,117.62,Lost
921478,526929,131.87,Delivered
921479,545885,43.47,Delivered
921480,547265,45.86,In Transit
921481,533033,63.36,In Transit
921482,529062,96.26,Delivered
921483,526084,194.34,Returned
921484,537192,147.33,Lost
921485,545496,119.89,In Transit
921486,510500,110.99,Lost
921487,531439,131.95,Lost
921488,508994,25.15,In Transit
921489,532363,160.47,Lost
921490,508098,54.64,Lost
921491,523586,133.75,Lost
921492,527100,29.98,Delivered
921493,511487,107.27,Lost
921494,539190,73.04,Lost
921495,514257,141.89,In Transit
921496,507929,147.3,Lost
921497,523697,122.09,In Transit
921498,544178,192.89,Delivered
921499,514249,31.51,Returned
921500,505017,127.36,Lost
921501,502331,104.5,In Transit
921502,543965,185.08,Lost
921503,528173,111.9,In Transit
921504,519925,94.92,Lost
921505,502021,120.29,Returned
921506,514066,152.08,Returned
921507,542034,30.69,In Transit
921508,541650,87.34,Delivered
921509,503505,194.93,Returned
921510,545174,162.42,Delivered
921511,537055,160.76,Delivered
921512,513568,116.04,Returned
921513,524570,189.79,In Transit
921514,535946,161.35,In Transit
921515,521419,129.08,In Transit
921516,508047,97.51,Lost
921517,522692,124.12,Returned
921518,548795,49.89,Returned
921519,508011,127.28,Delivered
921520,525438,88.91,Delivered
921521,533292,139.64,Lost
921522,515345,60.97,Lost
921523,504265,30.02,Delivered
921524,543207,173.08,Lost
921525,549604,172.47,In Transit
921526,512327,159.54,Returned
921527,517086,91.95,Lost
921528,506308,146.42,Lost
921529,520965,194.25,Returned
921530,547717,79.18,Lost
921531,533408,46.5,Delivered
921532,513188,170.74,Delivered
921533,518377,43.82,In Transit
921534,536907,102.9,In Transit
921535,520460,38.37,In Transit
921536,510126,188.66,In Transit
921537,508432,67.33,Delivered
921538,526168,42.29,Returned
921539,505607,147.49,Lost
921540,518830,180.92,Lost
921541,513343,52.91,Delivered
921542,523267,50.02,In Transit
921543,530452,87.42,In Transit
921544,518468,182.83,Delivered
921545,505873,116.38,Lost
921546,533072,164.01,Lost
921547,549818,126.15,Lost
921548,512909,99.71,Returned
921549,509186,122.56,Delivered
921550,538512,87.71,In Transit
921551,510510,26.15,In Transit
921552,532706,131.83,Lost
921553,514377,164.26,Returned
921554,500027,182.61,Delivered
921555,533401,115.7,Delivered
921556,549482,142.59,Returned
921557,534974,81.85,Delivered
921558,532995,91.71,In Transit
921559,545720,22.37,Returned
921560,510950,181.96,Lost
921561,542386,57.39,Delivered
921562,528558,67.55,Lost
921563,537315,112.64,In Transit
921564,525939,79.26,Returned
921565,509320,117.52,Returned
921566,503058,34.32,Lost
921567,521282,46.92,In Transit
921568,514083,37.2,In Transit
921569,515815,37.57,In Transit
921570,507960,37.64,Delivered
921571,528106,114.1,Lost
921572,528278,124.37,Delivered
921573,500763,103.95,Lost
921574,507308,59.2,Returned
921575,528537,132.4,In Transit
921576,535999,175.77,Returned
921577,503003,129.94,In Transit
921578,548864,66.74,Delivered
921579,546788,68.8,Lost
921580,520490,199.44,Delivered
921581,503914,109.87,Lost
921582,509220,130.5,In Transit
921583,542298,143.95,Returned
921584,517104,41.29,In Transit
921585,520955,35.29,Delivered
921586,547119,26.68,Delivered
921587,508059,192.15,In Transit
921588,500444,24.65,Lost
921589,502694,78.3,In Transit
921590,504348,118.84,In Transit
921591,506705,111.67,Returned
921592,523337,34.27,Lost
921593,547374,171.62,Delivered
921594,508488,196.85,Delivered
921595,516527,43.02,Returned
921596,538331,57.33,Delivered
921597,531676,118.77,Returned
921598,503418,102.1,Delivered
921599,513563,122.43,Lost
921600,505125,21.03,In Transit
921601,506009,173.99,In Transit
921602,501140,63.1,In Transit
921603,542551,189.55,Returned
921604,522462,140.84,Lost
921605,539933,193.55,Lost
921606,529757,184.2,Lost
921607,503335,120.66,Delivered
921608,514221,81.23,Lost
921609,545339,35.64,Delivered
921610,513778,45.67,Returned
921611,526353,98.56,Delivered
921612,514590,100.85,Delivered
921613,535685,177.21,Delivered
921614,535771,176.34,Returned
921615,508701,174.39,Returned
921616,540750,160.11,In Transit
921617,515580,104.21,In Transit
921618,533086,88.25,Returned
921619,533444,114.58,In Transit
921620,503183,42.52,Lost
921621,518781,75.74,In Transit
921622,548018,160.8,Lost
921623,514248,88.41,Delivered
921624,513800,22.97,Lost
921625,505992,64.57,Lost
921626,517279,191.24,In Transit
921627,510538,104.72,In Transit
921628,512509,52.02,Lost
921629,525159,174.78,Returned
921630,538614,142.87,Lost
921631,545938,29.71,In Transit
921632,533276,111.76,In Transit
921633,532773,90.41,Lost
921634,508814,129.03,Returned
921635,513879,157.8,In Transit
921636,522343,183.15,Delivered
921637,539998,186.94,Lost
921638,501313,153.06,Lost
921639,514514,164.03,In Transit
921640,548395,34.72,Returned
921641,533618,197.23,In Transit
921642,513673,194.97,Delivered
921643,507660,181.19,Delivered
921644,501851,37.32,In Transit
921645,504135,104.92,Lost
921646,533146,169.95,Lost
921647,503551,196.73,Delivered
921648,502653,77.27,In Transit
921649,522463,121.67,In Transit
921650,515327,77.07,In Transit
921651,546194,174.47,Lost
921652,549946,107.42,Lost
921653,507988,129.67,Lost
921654,504830,174.95,In Transit
921655,522075,188.69,In Transit
921656,505671,171.28,Delivered
921657,515050,139.55,Delivered
921658,515648,69.2,In Transit
921659,548146,105.25,Lost
921660,513396,147.02,Lost
921661,538638,76.99,Returned
921662,516081,52.25,Lost
921663,504978,102.77,Lost
921664,540160,67.22,Delivered
921665,516791,121.49,In Transit
921666,514792,48.03,Delivered
921667,540195,140.7,Returned
921668,535621,186.8,In Transit
921669,535043,63.38,In Transit
921670,538754,72.38,In Transit
921671,544791,22.86,Returned
921672,515357,30.37,Lost
921673,514205,102.99,Returned
921674,542629,166.0,Lost
921675,548508,82.6,Delivered
921676,526368,47.45,Returned
921677,514248,155.36,Returned
921678,530180,193.35,Returned
921679,543857,199.7,Lost
921680,503985,82.35,In Transit
